"id","url","image_url","latitude","longitude","scientific_name","population_id"
110933257,"https://www.inaturalist.org/observations/110933257","https://inaturalist-open-data.s3.amazonaws.com/photos/188673991/medium.jpg",37.3668666667,-122.181245,"Leptosiphon androsaceus",38
110960586,"https://www.inaturalist.org/observations/110960586","https://inaturalist-open-data.s3.amazonaws.com/photos/187264404/medium.jpeg",37.12391414,-121.76350582,"Leptosiphon androsaceus",0
110995124,"https://www.inaturalist.org/observations/110995124","https://inaturalist-open-data.s3.amazonaws.com/photos/187324377/medium.jpg",37.2086444444,-121.8028416667,"Leptosiphon androsaceus",16
110995127,"https://www.inaturalist.org/observations/110995127","https://inaturalist-open-data.s3.amazonaws.com/photos/187324419/medium.jpg",37.2083944444,-121.8028472222,"Leptosiphon androsaceus",16
111028807,"https://www.inaturalist.org/observations/111028807","https://static.inaturalist.org/photos/187385940/medium.jpg",37.1587451809,-121.781060434,"Leptosiphon androsaceus",0
111044738,"https://www.inaturalist.org/observations/111044738","https://inaturalist-open-data.s3.amazonaws.com/photos/187405684/medium.jpeg",37.1750777778,-121.4964361111,"Leptosiphon androsaceus",24
111060038,"https://www.inaturalist.org/observations/111060038","https://static.inaturalist.org/photos/187435720/medium.jpeg",38.1274055556,-122.5751305556,"Leptosiphon androsaceus",12
111101848,"https://www.inaturalist.org/observations/111101848","https://inaturalist-open-data.s3.amazonaws.com/photos/187513714/medium.jpg",36.5947216667,-121.67077,"Leptosiphon androsaceus",0
111146597,"https://www.inaturalist.org/observations/111146597","https://inaturalist-open-data.s3.amazonaws.com/photos/187592725/medium.jpeg",37.952975,-122.6305,"Leptosiphon androsaceus",8
111155507,"https://www.inaturalist.org/observations/111155507","https://static.inaturalist.org/photos/187610499/medium.jpeg",37.1750716,-121.4965705,"Leptosiphon androsaceus",24
111223720,"https://www.inaturalist.org/observations/111223720","https://static.inaturalist.org/photos/194831073/medium.jpg",37.9637078411,-122.6249331053,"Leptosiphon androsaceus",6
111247378,"https://www.inaturalist.org/observations/111247378","https://inaturalist-open-data.s3.amazonaws.com/photos/187776000/medium.jpg",37.3351487474,-122.1104534011,"Leptosiphon androsaceus",37
111524370,"https://www.inaturalist.org/observations/111524370","https://inaturalist-open-data.s3.amazonaws.com/photos/188277220/medium.jpeg",36.5762222222,-121.6842722222,"Leptosiphon androsaceus",0
111596713,"https://www.inaturalist.org/observations/111596713","https://inaturalist-open-data.s3.amazonaws.com/photos/188408115/medium.jpeg",37.1735155,-121.8826071997,"Leptosiphon androsaceus",27
111600117,"https://www.inaturalist.org/observations/111600117","https://inaturalist-open-data.s3.amazonaws.com/photos/188411487/medium.jpeg",37.96447,-122.6235083333,"Leptosiphon androsaceus",6
111605227,"https://www.inaturalist.org/observations/111605227","https://inaturalist-open-data.s3.amazonaws.com/photos/188424452/medium.jpeg",37.9547297325,-122.6139909402,"Leptosiphon androsaceus",6
111608837,"https://www.inaturalist.org/observations/111608837","https://inaturalist-open-data.s3.amazonaws.com/photos/188431783/medium.jpeg",37.9653966667,-122.622855,"Leptosiphon androsaceus",6
111609609,"https://www.inaturalist.org/observations/111609609","https://inaturalist-open-data.s3.amazonaws.com/photos/188432824/medium.jpeg",37.9651083333,-122.623825,"Leptosiphon androsaceus",6
